"text","word_scores","compound","pos","neu","neg","but_count"
"Every year, we loose 7 million hectares of forests, an area the size of Portugal.

Forests and woodlands soak up 30% of emissions from industry &amp; fossil fuels.

They are fundamental in the fight against the environmental emergency.

#BetterWithForests

https://t.co/LDmNzxnFTK https://t.co/vczEJGouet","{0, 0, 0, -1.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.6, 0, 0, 0, -1.6, 0, 0, 0}",-0.758,0,0.835,0.165,0
"British celebrity gardener Monty Don, a @UN advocate for plant health, is raising awareness of the links between human health, plant health and the well-being of the planet.
#IYPH
Via @UN_News_Centre https://t.co/YXqwzHApEy","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"Today marks the start of the Youth Foiling World Cup in Italy <U+0001F1EE><U+0001F1F9>, a 3 series race where our #CleanSeas <U+0001F30A> partner the @RHKYC - @AGITALIA1994 team is participating <U+26F5>.

Learn more: https://t.co/pmEAjHPgvA

#BeatPlasticPollution https://t.co/n7WEiQTDK5","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"It is time that we shift our mentality on a #CircularEconomy: it isnâ€™t a â€˜nice to have;â€™ it is a <U+0001D663><U+0001D65A><U+0001D65A><U+0001D659> <U+0001D669><U+0001D664> <U+0001D65D><U+0001D656><U+0001D66B><U+0001D65A>, especially if we want to combat the three looming crises.

More from @SvVeldhoven of @MinIenW <U+0001F1F3><U+0001F1F1> <U+2935><U+FE0F>
#ActNow 
https://t.co/OFLMfetSaf","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5637, 0, -1.4, 0, 0, -0.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.326,0.035,0.877,0.088,0
"#ClimateCrisis
People living in low-income countries are at least 4 times more likely to be displaced by extreme weather compared to people in rich countries, despite being the least responsible for climate change, according to the @UN humanitarian office. https://t.co/JRApnVfrum","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.6, 0, 0, 0, 0, 0, -0.962, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.39,0.083,0.872,0.045,0
"Wondering which skills are in demand for green jobs? 

#GEO6Youth highlights the ones to pursue for a green<U+0001F49A> career<U+0001F447> 

Learn more in our interactive report: https://t.co/glEhBjQlHr https://t.co/xXsA7Da2ya","{0, 0, 0, 0, 0, -0.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.128,0,0.945,0.055,0
"We need more for our fragile planet.

More
<U+2705> Action
<U+2705> Cooperation
<U+2705> Finance
<U+2705> Ambition
<U+2795>sustained commitment to tackle environmental crises &amp; rebuild societies ravaged by the global pandemic.

#UNEA5 action #ForNature <U+2935><U+FE0F>
https://t.co/3qIHWXf2Xt","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.382,0.071,0.929,0,0
"Sir David Attenboroughâ€™s warning to the Security Council:
â€œIf we continue on our current path, we will face the collapse of everything that gives us our security: food production, access to fresh water, habitable ambient temperature, &amp; ocean food chains.â€
https://t.co/nkl5Pg0VaU","{0, 0, 0, -1.4, 0, 0, 1.4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2.2, 0, 0, 0, 0, 0, 0, 1.4, 0, 0, 0, 0, 1.3, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.128,0.146,0.739,0.115,0
"â€œThe science is clear; we have to change our ways and we have to be sure that 2021 is that turning point. UNEA-5.1 managed to be the first step of that journey. I look forward to our work now.â€

@andersen_inger on #UNEA5 

https://t.co/RxNUSPdrHu

#ForNature https://t.co/RJi9XgFO8e","{0, 0, 0, 1.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.599,0.102,0.898,0,0
"The #ParisAgreement aims to limit global temperature rise &amp; requires countries to commit to #ClimateAction. 

The US <U+0001F1FA><U+0001F1F8> has officially rejoined it!

â€œWe rejoin the international climate effort with humility and with ambition.â€ - @ClimateEnvoy

https://t.co/EJWIJcN4xT","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.359,0.066,0.934,0,0
"This week, Member States, @UN<U+0001F1FA><U+0001F1F3>officials, stakeholders and advocates convened virtually at #UNEA5 to raise their voices on the need to act #ForNature. 

Here are some @TwitterMoments from Day 2<U+FE0F><U+20E3> <U+2935><U+FE0F> https://t.co/filsQTu7YV","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"What are 2<U+FE0F><U+20E3> ways we can transform our systems of moving goods to address environmental <U+0001F332> concerns?
@bhargava_rohan, a #GEO6Youth author, gives some insights.

Explore in our new report: https://t.co/glEhBjQlHr https://t.co/5z5hm21Cxd","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"Confronting the climate, nature &amp; pollution crises will require all to act #ForNature.

At #UNEA5<U+0001F1FA><U+0001F1F3>, Member States called for greater and more inclusive multilateralism to tackle the environmental challenges we face. https://t.co/S5wws38cPb","{-0.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.5, 0, 0, 0, 0, 0, 0, 0, 0, 0.3, 0, 0, 0}",0.296,0.11,0.843,0.047,0
"#DYK the 1972 United Nations Conference on the Human Environment in Stockholm, Sweden, was the first-ever UN<U+0001F1FA><U+0001F1F3> conference with the word â€œenvironmentâ€ in its title?

2022 marks the 50th anniversary of the establishment of UNEP - learn more about #UNEP50<U+2935><U+FE0F> https://t.co/QwRpzdzG95","{0, 0, 0, 1.8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.421,0.065,0.935,0,0
"At #UNEA5, experts discussed the Green Gigaton Challenge, an ambitious public-private partnership backed by us. It aims to catalyse funds for initiatives to combat deforestation, with the <U+0001F3AF> of reducing 1 gigaton of emissions by 2025.

#BetterWithForests
https://t.co/LDmNzxnFTK","{0, 0, 0, 0, 0, 0, 0, 0.3, 0, 2.1, 0, 0, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.273,0.131,0.811,0.057,0
"As we look towards a post-pandemic future, emissions &amp; temperatures continue to rise. 

And we must rise to the challenge to protect people &amp; the planet. 

5<U+FE0F><U+20E3>0<U+FE0F><U+20E3> years of experience has shown us that together we can make a change #ForNature.

#UNEP50 

https://t.co/IHTb4uDnLY https://t.co/SqvnKd5H1j","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.3, 0, 1.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.44,0.085,0.915,0,0
"#UNEA5 - Day 2

Tune in today for the wrap-up plenary of UNEA-5 from 4 pm EAT onwards.

The session will also include a kick-off event for the commemoration of the 50th anniversary of the creation of UNEP.

https://t.co/QEJmnmUr1F

#ForNature #UNEP50 https://t.co/wwXrDrWGvo","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.1, 0, 0, 0, 0, 0, 0}",0.273,0.049,0.951,0,0
"The first day of #UNEA5 brought vibrant discussion on how to act #ForNature to achieve the #GlobalGoals<U+0001F1FA><U+0001F1F3> and the push for a green recovery from the COVID-19 pandemic.

Explore in our @TwitterMoments <U+2935><U+FE0F> https://t.co/9hrnzzmWMm","{0, 0, 0, 0, 0, 0, 2.4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.527,0.093,0.907,0,0
"At #UNEA5, Ministers shared how their countries are already building back better, whether through focusing on circular economy initiatives, reforestation, land rehabilitation or other measures to restore damaged ecosystems &amp; create green jobs.
#ForNature
https://t.co/gLnh0Crpnm","{0, 0, 0, 1.4, 0, 0, 0, 0, 0, 0, 0, 1.9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.2, -1.9, 0, 0, 1.1, 0, 0, 0, 0}",0.691,0.226,0.706,0.068,0
"#UNEA5 - Day 1
<U+0001F7E2> Member States endorsed a new medium-term strategy for UNEP, which will tackle the 3 planetary crises.
<U+0001F7E2> The Global Alliance on Circular Economy &amp; Resource Efficiency launched.
More work ahead today #ForNature:
https://t.co/8OqcyDJoIT https://t.co/4lnsQlxGNb","{0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.5, 0.5, 0, 0, 0, 0, 0, 0, 0}",0.612,0.143,0.857,0,0
"Get inspired to act #ForNature - join us for the #UNEA5 Leadership Dialogues today. https://t.co/v14RyJ6bcz","{0, 2.2, 0, 0, 0, 0, 1.2, 0, 0, 0, 0, 0, 0, 0, 0}",0.66,0.293,0.707,0,0
".@UN SG @antonioguterres on making #PeaceWithNature:

â€œThe path to a sustainable economy exists â€“ driven by renewable energy, sustainable food systems and nature-based solutions. It leads to an inclusive world at peace with nature.""

Via @UN_News_Centre https://t.co/eWy4Q9kJAk","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.1, 0, 0, 0, 0, 0, 0.7, 0, 0, 0, 0, 0, 0, 0, 2.5, 0, 0, 0, 0, 0}",0.743,0.177,0.823,0,0
"At #UNEA5, government representatives, scientists, business leaders, civil society &amp; other stakeholders are working #ForNature.

Now it's your turn: answer these questions to have your voice be heard. The results will be shared with meeting participants.

https://t.co/HqKsXLmah3","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.4, 0, 0, 0, 0}",0.34,0.062,0.938,0,0
"Weâ€™ve touched up <U+0001F485> the #WorldEnvironmentDay website - head there to learn more about this yearâ€™s theme of ecosystem restoration and host country Pakistanâ€™s<U+0001F1F5><U+0001F1F0> â€œ10 Billion Tree Tsunamiâ€<U+0001F333><U+0001F333><U+0001F333>
#GenerationRestoration https://t.co/e2SY5xwAG5","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"Big news <U+0001F4F0>

Pakistan<U+0001F1F5><U+0001F1F0> will be the global host of #WorldEnvironmentDay 2<U+FE0F><U+20E3>0<U+FE0F><U+20E3>2<U+FE0F><U+20E3>1<U+FE0F><U+20E3>!

The theme for World Environment Day this year will be ecosystem restoration and will focus on resetting our relationship with nature<U+0001F331>
#GenerationRestoration https://t.co/zEkRtIC7cX","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"Meeting ramped-up climate &amp; biodiversity targets, cutting deadly pollution &amp; achieving the #GlobalGoals requires an all-society push for sustainability.
 
Our <U+0001F195> #PeaceWithNature report provides a scientific blueprint to tackle the <U+0001F30D> emergencies we face. https://t.co/oFwij6I1iY","{0, 0, 0, 0, 0, 0, -0.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.128,0,0.958,0.042,0
"Join us today from 4:00pm-7:00pm EAT for the #UNEA5 Leadership Dialogues. It's time to Act #ForNature. https://t.co/3W3ZsTjgWf","{1.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.296,0.121,0.879,0,0
"In a message to #UNEA5 delegates, @UN Secretary-General @antonioguterres said the worldâ€™s top environmental body needed to generate global will for action and a transformation of our relationship with nature <U+0001F331>

Follow updates on the action #ForNature: https://t.co/5fFDmJx9hR https://t.co/MiN9585fU5","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.202,0.045,0.955,0,0
"Human, animal and planetary health are linked.
A green, low-carbon recovery that puts nature at the heart of policy is the only way forward.
Join us for the #UNEA5 Leadership Dialogues: https://t.co/3W3ZsTjgWf
#ForNature https://t.co/ltTGdQwsT4","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.2, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.296,0.062,0.937,0,0
"We want to hear from you! 

Be part of #UNEA5 and have your voice heard. Share your #ForNature views with us through our poll <U+2935><U+FE0F> https://t.co/HqKsXLmah3","{0, 0.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.42,0.136,0.864,0,0
"""#UNEA5 must drive the radical change to an era of action."" - @andersen_inger 

Don't miss out on the action #ForNature at the @UN<U+0001F1FA><U+0001F1F3> Environment Assembly - follow our live blog here <U+0001F447>https://t.co/SPC68qdCzw","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.444, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.114,0.045,0.955,0,0
"#UNEA5 provides Member States &amp; stakeholders with a platform for sharing &amp; implementing successful approaches that contribute to the achievement of the environmental dimension of the 2030 Agenda &amp; the #GlobalGoals<U+0001F1FA><U+0001F1F3>

Join the Opening Plenary<U+27A1><U+FE0F> https://t.co/H8n4pBdDjE
#ForNature https://t.co/1FDywhoq3a","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.8, 0, 0, 2.8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.2, 0, 0, 0, 0, 0, 0}",0.832,0.201,0.799,0,0
"The first session of #UNEA5 kicks off soon! 

Here's what you can look forward to on Day 1<U+20E3> of the meeting of the worldâ€™s highest-level decision-making body on the environment: https://t.co/elSLEfdsed
#ForNature https://t.co/Q25sd6SzyW","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"<U+0001F7E2> #UNEA5 has started! <U+27A1><U+FE0F> It provides:
- Leadership
- Catalyzes intergovernmental actions on the environment.

Do you know the theme of #UNEA5? <U+27A1><U+FE0F> A hint: negotiations will discuss what we need to do #ForNature to achieve sustainable development.

Head to our fleets for more <U+0001F53C> https://t.co/cBr1FFhoLv","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"Human prosperity &amp; well-being â€“ now &amp; in the future â€“ depend on:
<U+2705>Careful use of the planetâ€™s <U+0001F30D> finite space &amp; remaining resources
<U+2705>Protection &amp; restoration of its life-supporting systems &amp; capacity to absorb waste

It's time to make #PeaceWithNature <U+27A1><U+FE0F> https://t.co/v8Xa76R8Th https://t.co/V5LjGdHh88","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.8, 0, 0, 0, 0, 0, 0, 0, 0}",-0.421,0,0.939,0.061,0
"The @UN<U+0001F1FA><U+0001F1F3> Environment Assembly meets virtually this week.

Leadership Dialogues will consider environmental aspects of sustainable development &amp; look at how they can be used to shape a more resilient &amp; inclusive post-pandemic world<U+0001F30F><U+0001F30D><U+0001F30E>

More on #UNEA5<U+2935><U+FE0F> https://t.co/SPC68qdCzw","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"Green jobs enable organizations &amp; communities to #RecoverBetter, adapt to #ClimateChange and shift towards a greener <U+0001F7E2> economy.

Explore in the new #GEO6Youth report <U+0001F4D6> https://t.co/glEhBjQlHr https://t.co/GMdfDnr2Vx","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"Discussions at #UNEA5 will explore the #CircularEconomy, which prizes reusing things â€“ from beverage bottles <U+0001F376><U+0001F964> <U+0001F9C3> to camisoles <U+0001F455>â€“ instead of throwing them away.

Learn more <U+2935><U+FE0F>

#SustainableFashion #ForNature

https://t.co/JCTGkWe1DY","{0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.459,0.091,0.909,0,0
"International #MotherLanguageDay

Linguistic diversity is our common treasure, filled with cultural &amp; intellectual heritage. Letâ€™s celebrate the worldâ€™s 7000 languages!

How do you say ""Act #ForNature"" in your mother tongue? Comment below &amp; tell us <U+2935><U+FE0F>

https://t.co/yp5ukyR0Vj https://t.co/wk4Qnx0tzP","{0, 0, 0, 0, 0, 0, 0, 1.2, 0, 0, 0, 0, 2.3, 0, 0, 2.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.859,0.213,0.787,0,0
"<U+0001F535>What is GEO-6 for Youth?
<U+0001F535>What goes into the making of GEO-6 for Youth?
<U+0001F535>What is in this edition of GEO-6 for Youth?

Tap<U+0001F446>on the visuals below to find out &amp; head here to access the interactive #GEO6Youth report <U+0001F449>https://t.co/glEhBjQlHr https://t.co/2Ce2Tzj70M","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"The Youth Environment Assembly, being held virtually as part of #UNEA5, is the planetâ€™s largest youth-led environmental event.

It has zeroed in on climate change, which participants described as a dire threat to the planet<U+0001F30F><U+0001F30D><U+0001F30E>
#ClimateAction #ForNature https://t.co/kbflXGCkGR","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2, -2.4, 0, 0, 0, 0, 0, 0}",-0.751,0,0.849,0.151,0
"Human cooperation, innovation &amp; knowledge-sharing will create new social &amp; economic possibilities &amp; opportunities that can generate shared prosperity &amp; expanded well-being in the transformation to a sustainable future.
 
Learn more <U+27A1><U+FE0F>
https://t.co/GIteugNrUQ
#PeaceWithNature https://t.co/pg0QVC7ooS","{0, 0, 1.6, 0, 0, 0, 1.1, 0, 0, 0, 0, 0, 0, 1.6, 0, 0, 0, 1.4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.827,0.238,0.762,0,0
"Big data <U+0001F4BB> &amp; new tech can 

<U+2714><U+FE0F> Support real-time monitoring of the environment<U+0001F30F><U+0001F30D><U+0001F30E>
<U+2714><U+FE0F> Help consumers adopt more sustainable behaviour
<U+2714><U+FE0F> Create sustainable value chains

More from the #SciencePolicyBusiness Forum ahead of #UNEA5 <U+2935><U+FE0F> https://t.co/Chj5ZyqWZa","{0, 0, 0, 0, 0, 0, 0, 0, 1.7, 0, 0, 0, 0, 0, 0, 1.7, 0, 0.7, 0, 0, 0, 0, 1.1, 0, 1.4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.862,0.272,0.728,0,0
"During the upcoming #UNEA5, representatives will discuss ways to:
<U+0001F537> ensure that environmental issues remain a top priority
<U+0001F537> sustain political will and momentum to restore nature
<U+0001F537> &amp; define the role of UNEP<U+0001F1FA><U+0001F1F3> in driving the process.

#ForNature

https://t.co/oNpnsUQ81U","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.6, 0, 0, 0, 0, 0, 0.8, 0, 0, 0, 0, 0, 0, 0, 0, 1.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.681,0.151,0.849,0,0
"Ending environmental decline in all its forms is essential to advancing many of the @UN #GlobalGoals <U+0001F1FA><U+0001F1F3>, in particular poverty alleviation, food <U+0001F374> &amp; water <U+0001F4A7> security &amp; good health for all.
 
We must urgently make #PeaceWithNature <U+0001F30D> <U+27A1><U+FE0F> https://t.co/GoDbuFED9R
#UNEA5 #ForNature https://t.co/HPMWgKpKWr","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2.3, 0, 0, 0, 0, 0, 0, 1.4, 0, 1.9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.25,0.109,0.823,0.068,0
"Kenya <U+0001F1F0><U+0001F1EA> is emerging as a leader in the fight to #BeatPlasticPollution &amp; is among the first countries in East Africa<U+0001F30D> to limit single-use plastics &amp; sign on to the #CleanSeas initiative to rid waterways of plastic waste.

Learn more<U+0001F447>
#UNEA5 
https://t.co/KyDVZQ9VLo","{0, 0, 0, 0, 0, 0, 0, 0, 0, -1.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.8, 0, 0, 0, 0}",-0.66,0,0.881,0.119,0
"Ahead of #UNEA5, @antonioguterres &amp; @andersen_inger launched the Making #PeaceWithNature Report, the @UN's blueprint to solve the planetary crises we face.

It's time to transform our relationship with nature to secure a sustainable future: https://t.co/gmAnMxjfjo
#ForNature https://t.co/x3pxTbvz1p","{0, 0, 0, 0, 0, 0, 0.5, 0, 0, 0, 0, 0, 0, 0, 0, 0.8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.4, 0, 0, 0, 0, 0, 0}",0.572,0.144,0.856,0,0
"The #GEO6Youth Report
By youth.
For youth.
To inform, engage, educate, and lead youth towards environmental action.

Dive into our first fully interactive e-publication<U+2935><U+FE0F> https://t.co/TXGDbAajWb","{0, 0, 0, 0, 0, 0, 0, 0, 0, 1.4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.34,0.091,0.909,0,0
"Can we halt our destruction of the environment &amp; secure the well-being of people &amp; of the ecosystems that provide for us?

Explore our 'Making #PeaceWithNature' report interactive, a blueprint for the sustainable world we need, to find out.
#ForNature https://t.co/nOBDcWacwr","{0, 0, 0, 0, -2.7, 0, 0, 0, 0, 1.4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.318,0.053,0.865,0.082,0
